mode,package_id,category,outcome_disagreement,preflight_disagreement,artifact_manifest_disagreement,artifact_hash_disagreement,both_success,artifact_hash_agreement,runner_a_status,runner_a_error_code,runner_a_exit_code,runner_a_artifact_path,runner_a_artifact_byte_count,runner_a_artifact_sha256,runner_b_status,runner_b_error_code,runner_b_exit_code,runner_b_artifact_path,runner_b_artifact_byte_count,runner_b_artifact_sha256,runner_a_outcome,runner_b_outcome
canonical,input05,input,False,False,False,False,True,True,SUCCESS,,0,outputs/artifact.json,198,59b68131a34b8ff2cb762bb3941b4e4b249a613006a2c6569b5b44398a2f27a3,SUCCESS,,0,outputs/artifact.json,198,59b68131a34b8ff2cb762bb3941b4e4b249a613006a2c6569b5b44398a2f27a3,"{""artifact_manifest"":[{""byte_count"":198,""path"":""outputs/artifact.json"",""sha256"":""59b68131a34b8ff2cb762bb3941b4e4b249a613006a2c6569b5b44398a2f27a3""}],""error_code"":null,""exit_code"":0,""status"":""SUCCESS""}","{""artifact_manifest"":[{""byte_count"":198,""path"":""outputs/artifact.json"",""sha256"":""59b68131a34b8ff2cb762bb3941b4e4b249a613006a2c6569b5b44398a2f27a3""}],""error_code"":null,""exit_code"":0,""status"":""SUCCESS""}"
canonical,input06,input,False,False,False,False,True,True,SUCCESS,,0,outputs/artifact.json,199,3e9ee5ca7c011b20760e688a1a1563e665ced9090cc957090032902e95d72ec3,SUCCESS,,0,outputs/artifact.json,199,3e9ee5ca7c011b20760e688a1a1563e665ced9090cc957090032902e95d72ec3,"{""artifact_manifest"":[{""byte_count"":199,""path"":""outputs/artifact.json"",""sha256"":""3e9ee5ca7c011b20760e688a1a1563e665ced9090cc957090032902e95d72ec3""}],""error_code"":null,""exit_code"":0,""status"":""SUCCESS""}","{""artifact_manifest"":[{""byte_count"":199,""path"":""outputs/artifact.json"",""sha256"":""3e9ee5ca7c011b20760e688a1a1563e665ced9090cc957090032902e95d72ec3""}],""error_code"":null,""exit_code"":0,""status"":""SUCCESS""}"
canonical,input07,input,False,False,False,False,True,True,SUCCESS,,0,outputs/artifact.json,200,de8e200bb9a2b6fdff0407215389e92e1de84e5c652c9db098127d670e763355,SUCCESS,,0,outputs/artifact.json,200,de8e200bb9a2b6fdff0407215389e92e1de84e5c652c9db098127d670e763355,"{""artifact_manifest"":[{""byte_count"":200,""path"":""outputs/artifact.json"",""sha256"":""de8e200bb9a2b6fdff0407215389e92e1de84e5c652c9db098127d670e763355""}],""error_code"":null,""exit_code"":0,""status"":""SUCCESS""}","{""artifact_manifest"":[{""byte_count"":200,""path"":""outputs/artifact.json"",""sha256"":""de8e200bb9a2b6fdff0407215389e92e1de84e5c652c9db098127d670e763355""}],""error_code"":null,""exit_code"":0,""status"":""SUCCESS""}"
canonical,input08,input,False,False,False,False,True,True,SUCCESS,,0,outputs/artifact.json,197,33ba57e8e2907506cf72d5552a6d8fdf7ab1c7a3b9fed1e178ecec9b1510afb5,SUCCESS,,0,outputs/artifact.json,197,33ba57e8e2907506cf72d5552a6d8fdf7ab1c7a3b9fed1e178ecec9b1510afb5,"{""artifact_manifest"":[{""byte_count"":197,""path"":""outputs/artifact.json"",""sha256"":""33ba57e8e2907506cf72d5552a6d8fdf7ab1c7a3b9fed1e178ecec9b1510afb5""}],""error_code"":null,""exit_code"":0,""status"":""SUCCESS""}","{""artifact_manifest"":[{""byte_count"":197,""path"":""outputs/artifact.json"",""sha256"":""33ba57e8e2907506cf72d5552a6d8fdf7ab1c7a3b9fed1e178ecec9b1510afb5""}],""error_code"":null,""exit_code"":0,""status"":""SUCCESS""}"
canonical,output01,output,False,False,False,False,True,True,SUCCESS,,0,package/results/artifact.json,199,a51d816d8ae4160ee6734ebd583258fb7bfd1bf3028064adf30233daac41bb50,SUCCESS,,0,package/results/artifact.json,199,a51d816d8ae4160ee6734ebd583258fb7bfd1bf3028064adf30233daac41bb50,"{""artifact_manifest"":[{""byte_count"":199,""path"":""package/results/artifact.json"",""sha256"":""a51d816d8ae4160ee6734ebd583258fb7bfd1bf3028064adf30233daac41bb50""}],""error_code"":null,""exit_code"":0,""status"":""SUCCESS""}","{""artifact_manifest"":[{""byte_count"":199,""path"":""package/results/artifact.json"",""sha256"":""a51d816d8ae4160ee6734ebd583258fb7bfd1bf3028064adf30233daac41bb50""}],""error_code"":null,""exit_code"":0,""status"":""SUCCESS""}"
canonical,output02,output,False,False,False,False,True,True,SUCCESS,,0,package/results/artifact.json,200,fd8fff60a6227ec5709abe79944744fd53230e77e175dd4d4891d3b06f436e3a,SUCCESS,,0,package/results/artifact.json,200,fd8fff60a6227ec5709abe79944744fd53230e77e175dd4d4891d3b06f436e3a,"{""artifact_manifest"":[{""byte_count"":200,""path"":""package/results/artifact.json"",""sha256"":""fd8fff60a6227ec5709abe79944744fd53230e77e175dd4d4891d3b06f436e3a""}],""error_code"":null,""exit_code"":0,""status"":""SUCCESS""}","{""artifact_manifest"":[{""byte_count"":200,""path"":""package/results/artifact.json"",""sha256"":""fd8fff60a6227ec5709abe79944744fd53230e77e175dd4d4891d3b06f436e3a""}],""error_code"":null,""exit_code"":0,""status"":""SUCCESS""}"
canonical,output03,output,False,False,False,False,True,True,SUCCESS,,0,package/results/artifact.json,197,6da23f6a6d0c10f0afc2c7c10daf6720b8b862b5c4ba075a4d2cca344943b36e,SUCCESS,,0,package/results/artifact.json,197,6da23f6a6d0c10f0afc2c7c10daf6720b8b862b5c4ba075a4d2cca344943b36e,"{""artifact_manifest"":[{""byte_count"":197,""path"":""package/results/artifact.json"",""sha256"":""6da23f6a6d0c10f0afc2c7c10daf6720b8b862b5c4ba075a4d2cca344943b36e""}],""error_code"":null,""exit_code"":0,""status"":""SUCCESS""}","{""artifact_manifest"":[{""byte_count"":197,""path"":""package/results/artifact.json"",""sha256"":""6da23f6a6d0c10f0afc2c7c10daf6720b8b862b5c4ba075a4d2cca344943b36e""}],""error_code"":null,""exit_code"":0,""status"":""SUCCESS""}"
canonical,output04,output,False,False,False,False,True,True,SUCCESS,,0,package/results/artifact.json,199,fa72b9316d6c0cdc7ed5ff5e42e569ea6d5f737bfb924711c92cce8f83797237,SUCCESS,,0,package/results/artifact.json,199,fa72b9316d6c0cdc7ed5ff5e42e569ea6d5f737bfb924711c92cce8f83797237,"{""artifact_manifest"":[{""byte_count"":199,""path"":""package/results/artifact.json"",""sha256"":""fa72b9316d6c0cdc7ed5ff5e42e569ea6d5f737bfb924711c92cce8f83797237""}],""error_code"":null,""exit_code"":0,""status"":""SUCCESS""}","{""artifact_manifest"":[{""byte_count"":199,""path"":""package/results/artifact.json"",""sha256"":""fa72b9316d6c0cdc7ed5ff5e42e569ea6d5f737bfb924711c92cce8f83797237""}],""error_code"":null,""exit_code"":0,""status"":""SUCCESS""}"
canonical,output05,output,False,False,False,False,True,True,SUCCESS,,0,package/results/artifact.json,201,0fd72e2fdc45a8399fa9e67f250e1cbaad3044467c4891ff384cd10458ae9b3d,SUCCESS,,0,package/results/artifact.json,201,0fd72e2fdc45a8399fa9e67f250e1cbaad3044467c4891ff384cd10458ae9b3d,"{""artifact_manifest"":[{""byte_count"":201,""path"":""package/results/artifact.json"",""sha256"":""0fd72e2fdc45a8399fa9e67f250e1cbaad3044467c4891ff384cd10458ae9b3d""}],""error_code"":null,""exit_code"":0,""status"":""SUCCESS""}","{""artifact_manifest"":[{""byte_count"":201,""path"":""package/results/artifact.json"",""sha256"":""0fd72e2fdc45a8399fa9e67f250e1cbaad3044467c4891ff384cd10458ae9b3d""}],""error_code"":null,""exit_code"":0,""status"":""SUCCESS""}"
canonical,output06,output,False,False,False,False,True,True,SUCCESS,,0,package/results/artifact.json,197,63e18618f76797eda42112c2ab26cc11e4d16fc766383db1f35237daede7bcf8,SUCCESS,,0,package/results/artifact.json,197,63e18618f76797eda42112c2ab26cc11e4d16fc766383db1f35237daede7bcf8,"{""artifact_manifest"":[{""byte_count"":197,""path"":""package/results/artifact.json"",""sha256"":""63e18618f76797eda42112c2ab26cc11e4d16fc766383db1f35237daede7bcf8""}],""error_code"":null,""exit_code"":0,""status"":""SUCCESS""}","{""artifact_manifest"":[{""byte_count"":197,""path"":""package/results/artifact.json"",""sha256"":""63e18618f76797eda42112c2ab26cc11e4d16fc766383db1f35237daede7bcf8""}],""error_code"":null,""exit_code"":0,""status"":""SUCCESS""}"
canonical,output07,output,False,False,False,False,True,True,SUCCESS,,0,package/results/artifact.json,196,3923feae197d784c6240d1e314c8bb2713d947f05d68383a3c374ba90ce1197f,SUCCESS,,0,package/results/artifact.json,196,3923feae197d784c6240d1e314c8bb2713d947f05d68383a3c374ba90ce1197f,"{""artifact_manifest"":[{""byte_count"":196,""path"":""package/results/artifact.json"",""sha256"":""3923feae197d784c6240d1e314c8bb2713d947f05d68383a3c374ba90ce1197f""}],""error_code"":null,""exit_code"":0,""status"":""SUCCESS""}","{""artifact_manifest"":[{""byte_count"":196,""path"":""package/results/artifact.json"",""sha256"":""3923feae197d784c6240d1e314c8bb2713d947f05d68383a3c374ba90ce1197f""}],""error_code"":null,""exit_code"":0,""status"":""SUCCESS""}"
canonical,output08,output,False,False,False,False,True,True,SUCCESS,,0,package/results/artifact.json,198,2ba8eb9fd630d2d7c27d9c9fafbdd55c1d784987e182aca8b43fa63a3cc2b996,SUCCESS,,0,package/results/artifact.json,198,2ba8eb9fd630d2d7c27d9c9fafbdd55c1d784987e182aca8b43fa63a3cc2b996,"{""artifact_manifest"":[{""byte_count"":198,""path"":""package/results/artifact.json"",""sha256"":""2ba8eb9fd630d2d7c27d9c9fafbdd55c1d784987e182aca8b43fa63a3cc2b996""}],""error_code"":null,""exit_code"":0,""status"":""SUCCESS""}","{""artifact_manifest"":[{""byte_count"":198,""path"":""package/results/artifact.json"",""sha256"":""2ba8eb9fd630d2d7c27d9c9fafbdd55c1d784987e182aca8b43fa63a3cc2b996""}],""error_code"":null,""exit_code"":0,""status"":""SUCCESS""}"
