graph_index,candidate_type,alteration,artifact_records_equal_baseline,inventory_root_equal_baseline,relationship_root_changed,reexecution_all_units,changed_edge_field_count,changed_edge_unit_count,no_operation_changes,mutation_shape_valid,all_altered_invariants,common_validation,recomputed_inventory_root,recomputed_relationship_root,trusted_inventory_root,trusted_relationship_root,declared_relationship_root,auth_inventory_accept,auth_relationship_accept,unauth_relationship_accept
17,altered,B_swap_units_8_9,True,True,True,True,4,2,True,True,True,True,ca60114b65e62d788cf1d3d0e67b581b37ef8bae2b27238f594b6f83d9fd50b1,5be1424434976d3f17ea1a2dec205260e76d84704d8aa7f342cc7140a6833cea,ca60114b65e62d788cf1d3d0e67b581b37ef8bae2b27238f594b6f83d9fd50b1,4930cfd7c43f232212475d81253b4af8ec5dd5b4ba413c8afd1434086125bb96,5be1424434976d3f17ea1a2dec205260e76d84704d8aa7f342cc7140a6833cea,True,False,True
18,control,none,True,True,False,True,0,0,True,True,True,True,40b5d96f314af093fdfc13ffe093defce1388b9c0ad3f87093041c25139fd8c6,c66bcf418602cc531037fd0c2b5acede399fb2e5222b438823972d1a9ed94968,40b5d96f314af093fdfc13ffe093defce1388b9c0ad3f87093041c25139fd8c6,c66bcf418602cc531037fd0c2b5acede399fb2e5222b438823972d1a9ed94968,c66bcf418602cc531037fd0c2b5acede399fb2e5222b438823972d1a9ed94968,True,True,True
18,altered,A_swap_units_0_1,True,True,True,True,4,2,True,True,True,True,40b5d96f314af093fdfc13ffe093defce1388b9c0ad3f87093041c25139fd8c6,a78ab8f23db81c663698f66f503edf7970ecdfb6c1ad2fad8499798fda614e1a,40b5d96f314af093fdfc13ffe093defce1388b9c0ad3f87093041c25139fd8c6,c66bcf418602cc531037fd0c2b5acede399fb2e5222b438823972d1a9ed94968,a78ab8f23db81c663698f66f503edf7970ecdfb6c1ad2fad8499798fda614e1a,True,False,True
18,altered,B_swap_units_8_9,True,True,True,True,4,2,True,True,True,True,40b5d96f314af093fdfc13ffe093defce1388b9c0ad3f87093041c25139fd8c6,6cd9dee0c414cb57544cc39b3f956e558a04bb2ffe3c2183e6b59c77248dfe42,40b5d96f314af093fdfc13ffe093defce1388b9c0ad3f87093041c25139fd8c6,c66bcf418602cc531037fd0c2b5acede399fb2e5222b438823972d1a9ed94968,6cd9dee0c414cb57544cc39b3f956e558a04bb2ffe3c2183e6b59c77248dfe42,True,False,True
19,control,none,True,True,False,True,0,0,True,True,True,True,1fb1a2014b7d983a323b285fb9f07ca7d5d921b3e39328f80db2f2939f9807ca,437279379462a011dd6b26afe7e01c7ad4eb8371f052f895f70b524e1f339619,1fb1a2014b7d983a323b285fb9f07ca7d5d921b3e39328f80db2f2939f9807ca,437279379462a011dd6b26afe7e01c7ad4eb8371f052f895f70b524e1f339619,437279379462a011dd6b26afe7e01c7ad4eb8371f052f895f70b524e1f339619,True,True,True
19,altered,A_swap_units_0_1,True,True,True,True,4,2,True,True,True,True,1fb1a2014b7d983a323b285fb9f07ca7d5d921b3e39328f80db2f2939f9807ca,8eed822accc6805765ffcc2549a51fe6518095fa5cf8176a891c580d70c1a5c1,1fb1a2014b7d983a323b285fb9f07ca7d5d921b3e39328f80db2f2939f9807ca,437279379462a011dd6b26afe7e01c7ad4eb8371f052f895f70b524e1f339619,8eed822accc6805765ffcc2549a51fe6518095fa5cf8176a891c580d70c1a5c1,True,False,True
19,altered,B_swap_units_8_9,True,True,True,True,4,2,True,True,True,True,1fb1a2014b7d983a323b285fb9f07ca7d5d921b3e39328f80db2f2939f9807ca,534eef15fa5d6a98fd7016195f98e1e9be6969c759ce54bd6583e310dcb95e21,1fb1a2014b7d983a323b285fb9f07ca7d5d921b3e39328f80db2f2939f9807ca,437279379462a011dd6b26afe7e01c7ad4eb8371f052f895f70b524e1f339619,534eef15fa5d6a98fd7016195f98e1e9be6969c759ce54bd6583e310dcb95e21,True,False,True
20,control,none,True,True,False,True,0,0,True,True,True,True,d03df02b3383ff0f0dd6e506225ceeb1c9c70b604ebaab3689f6f1bfa865b61b,11b3bc84c4f6e7eb86ed52d717b92494387678cc0ec777784c8f856f871b8526,d03df02b3383ff0f0dd6e506225ceeb1c9c70b604ebaab3689f6f1bfa865b61b,11b3bc84c4f6e7eb86ed52d717b92494387678cc0ec777784c8f856f871b8526,11b3bc84c4f6e7eb86ed52d717b92494387678cc0ec777784c8f856f871b8526,True,True,True
20,altered,A_swap_units_0_1,True,True,True,True,4,2,True,True,True,True,d03df02b3383ff0f0dd6e506225ceeb1c9c70b604ebaab3689f6f1bfa865b61b,dff2164c027cf46cb5ad22f3ada6c6a13dac1dfcb8add3bc7d46ece9205a82a4,d03df02b3383ff0f0dd6e506225ceeb1c9c70b604ebaab3689f6f1bfa865b61b,11b3bc84c4f6e7eb86ed52d717b92494387678cc0ec777784c8f856f871b8526,dff2164c027cf46cb5ad22f3ada6c6a13dac1dfcb8add3bc7d46ece9205a82a4,True,False,True
20,altered,B_swap_units_8_9,True,True,True,True,4,2,True,True,True,True,d03df02b3383ff0f0dd6e506225ceeb1c9c70b604ebaab3689f6f1bfa865b61b,14ff7737df45682092f177cd8269f92f566a75120676a9157c342781cf1d16b2,d03df02b3383ff0f0dd6e506225ceeb1c9c70b604ebaab3689f6f1bfa865b61b,11b3bc84c4f6e7eb86ed52d717b92494387678cc0ec777784c8f856f871b8526,14ff7737df45682092f177cd8269f92f566a75120676a9157c342781cf1d16b2,True,False,True
21,control,none,True,True,False,True,0,0,True,True,True,True,a9395aee92a4482a7617ee99dda65261c84f4c21c1c07c4e9530624f5aa84742,9ccc217b933d4087d91b4d74a7dfbc20fda152be3893b55b884af2cbe198f843,a9395aee92a4482a7617ee99dda65261c84f4c21c1c07c4e9530624f5aa84742,9ccc217b933d4087d91b4d74a7dfbc20fda152be3893b55b884af2cbe198f843,9ccc217b933d4087d91b4d74a7dfbc20fda152be3893b55b884af2cbe198f843,True,True,True
21,altered,A_swap_units_0_1,True,True,True,True,4,2,True,True,True,True,a9395aee92a4482a7617ee99dda65261c84f4c21c1c07c4e9530624f5aa84742,68b3cb963c69f5b22e9e7ced257942e02d000dfe12e25e6c7f43e15df1e9e96f,a9395aee92a4482a7617ee99dda65261c84f4c21c1c07c4e9530624f5aa84742,9ccc217b933d4087d91b4d74a7dfbc20fda152be3893b55b884af2cbe198f843,68b3cb963c69f5b22e9e7ced257942e02d000dfe12e25e6c7f43e15df1e9e96f,True,False,True
21,altered,B_swap_units_8_9,True,True,True,True,4,2,True,True,True,True,a9395aee92a4482a7617ee99dda65261c84f4c21c1c07c4e9530624f5aa84742,5a275cd8986e1a45236c3906aae644a852ab04cbcec6f19568542d6effd27f83,a9395aee92a4482a7617ee99dda65261c84f4c21c1c07c4e9530624f5aa84742,9ccc217b933d4087d91b4d74a7dfbc20fda152be3893b55b884af2cbe198f843,5a275cd8986e1a45236c3906aae644a852ab04cbcec6f19568542d6effd27f83,True,False,True
22,control,none,True,True,False,True,0,0,True,True,True,True,b7bbaec1cc60db13b8bc1d1378ee529764f3277eed9aabe08867a5b370f4fc71,1b07188100d45669ae712631221bd04345fe2d921856d433f5cde081945017fc,b7bbaec1cc60db13b8bc1d1378ee529764f3277eed9aabe08867a5b370f4fc71,1b07188100d45669ae712631221bd04345fe2d921856d433f5cde081945017fc,1b07188100d45669ae712631221bd04345fe2d921856d433f5cde081945017fc,True,True,True
22,altered,A_swap_units_0_1,True,True,True,True,4,2,True,True,True,True,b7bbaec1cc60db13b8bc1d1378ee529764f3277eed9aabe08867a5b370f4fc71,c01265ae335deb3a8c5dc69a1b0d26834243e21d096d9fd61f9d410fbb8c8665,b7bbaec1cc60db13b8bc1d1378ee529764f3277eed9aabe08867a5b370f4fc71,1b07188100d45669ae712631221bd04345fe2d921856d433f5cde081945017fc,c01265ae335deb3a8c5dc69a1b0d26834243e21d096d9fd61f9d410fbb8c8665,True,False,True
22,altered,B_swap_units_8_9,True,True,True,True,4,2,True,True,True,True,b7bbaec1cc60db13b8bc1d1378ee529764f3277eed9aabe08867a5b370f4fc71,4e9724b65e16b59f9dd2efee45e9b1307fcbaab2ecb6632d01cad0febdf4c12c,b7bbaec1cc60db13b8bc1d1378ee529764f3277eed9aabe08867a5b370f4fc71,1b07188100d45669ae712631221bd04345fe2d921856d433f5cde081945017fc,4e9724b65e16b59f9dd2efee45e9b1307fcbaab2ecb6632d01cad0febdf4c12c,True,False,True
23,control,none,True,True,False,True,0,0,True,True,True,True,8ed9123ff3447fab1485b1b0a9e83393bef6f3d273323bed3c9d1aeb4c5404e7,7bb60c652fe90ed5237e5417dfe82def07038db983ce6f2bf0ee96e9b6fbffbc,8ed9123ff3447fab1485b1b0a9e83393bef6f3d273323bed3c9d1aeb4c5404e7,7bb60c652fe90ed5237e5417dfe82def07038db983ce6f2bf0ee96e9b6fbffbc,7bb60c652fe90ed5237e5417dfe82def07038db983ce6f2bf0ee96e9b6fbffbc,True,True,True
23,altered,A_swap_units_0_1,True,True,True,True,4,2,True,True,True,True,8ed9123ff3447fab1485b1b0a9e83393bef6f3d273323bed3c9d1aeb4c5404e7,746ee3ebaf19e336ea7c16409e40342334c0f76c82253880602435dad0f54636,8ed9123ff3447fab1485b1b0a9e83393bef6f3d273323bed3c9d1aeb4c5404e7,7bb60c652fe90ed5237e5417dfe82def07038db983ce6f2bf0ee96e9b6fbffbc,746ee3ebaf19e336ea7c16409e40342334c0f76c82253880602435dad0f54636,True,False,True
23,altered,B_swap_units_8_9,True,True,True,True,4,2,True,True,True,True,8ed9123ff3447fab1485b1b0a9e83393bef6f3d273323bed3c9d1aeb4c5404e7,8eb0f9dc276663c01124cb383d0ccd3a60d9cdbfa8eeec1d8b97ee3cdc319293,8ed9123ff3447fab1485b1b0a9e83393bef6f3d273323bed3c9d1aeb4c5404e7,7bb60c652fe90ed5237e5417dfe82def07038db983ce6f2bf0ee96e9b6fbffbc,8eb0f9dc276663c01124cb383d0ccd3a60d9cdbfa8eeec1d8b97ee3cdc319293,True,False,True
24,control,none,True,True,False,True,0,0,True,True,True,True,3ad085bbdac738663569e7330c1cc5b093ffb72ce2ac7174774b455bc7b9160b,31012d368927812954692ce08f3abaea62734cfe116f25db068a9ec8bf1be977,3ad085bbdac738663569e7330c1cc5b093ffb72ce2ac7174774b455bc7b9160b,31012d368927812954692ce08f3abaea62734cfe116f25db068a9ec8bf1be977,31012d368927812954692ce08f3abaea62734cfe116f25db068a9ec8bf1be977,True,True,True
24,altered,A_swap_units_0_1,True,True,True,True,4,2,True,True,True,True,3ad085bbdac738663569e7330c1cc5b093ffb72ce2ac7174774b455bc7b9160b,953e8736211763f1b9019ce8008ed17a92414f3b0ceb18079bd8abb17428d309,3ad085bbdac738663569e7330c1cc5b093ffb72ce2ac7174774b455bc7b9160b,31012d368927812954692ce08f3abaea62734cfe116f25db068a9ec8bf1be977,953e8736211763f1b9019ce8008ed17a92414f3b0ceb18079bd8abb17428d309,True,False,True
24,altered,B_swap_units_8_9,True,True,True,True,4,2,True,True,True,True,3ad085bbdac738663569e7330c1cc5b093ffb72ce2ac7174774b455bc7b9160b,41bef2c15a2a3c6f218d04bd80c22a0c1d224dfc0acf0b35048b63f7f4639d07,3ad085bbdac738663569e7330c1cc5b093ffb72ce2ac7174774b455bc7b9160b,31012d368927812954692ce08f3abaea62734cfe116f25db068a9ec8bf1be977,41bef2c15a2a3c6f218d04bd80c22a0c1d224dfc0acf0b35048b63f7f4639d07,True,False,True
25,control,none,True,True,False,True,0,0,True,True,True,True,4086841df6528ee89294951524982fbea47564a8b4abec98763f0638cdb616f2,c571e1181f7a6827c075ccffdac954c7b5161139d97e4b614d9a06edb38b722a,4086841df6528ee89294951524982fbea47564a8b4abec98763f0638cdb616f2,c571e1181f7a6827c075ccffdac954c7b5161139d97e4b614d9a06edb38b722a,c571e1181f7a6827c075ccffdac954c7b5161139d97e4b614d9a06edb38b722a,True,True,True
25,altered,A_swap_units_0_1,True,True,True,True,4,2,True,True,True,True,4086841df6528ee89294951524982fbea47564a8b4abec98763f0638cdb616f2,3e7641481def00882392690906b629ebc97199d6b5b40a27ebe41287c0e7bcee,4086841df6528ee89294951524982fbea47564a8b4abec98763f0638cdb616f2,c571e1181f7a6827c075ccffdac954c7b5161139d97e4b614d9a06edb38b722a,3e7641481def00882392690906b629ebc97199d6b5b40a27ebe41287c0e7bcee,True,False,True
25,altered,B_swap_units_8_9,True,True,True,True,4,2,True,True,True,True,4086841df6528ee89294951524982fbea47564a8b4abec98763f0638cdb616f2,5fac35643626f1f86925da82d81137db520464190c46716f3c0d3c07ce754f0b,4086841df6528ee89294951524982fbea47564a8b4abec98763f0638cdb616f2,c571e1181f7a6827c075ccffdac954c7b5161139d97e4b614d9a06edb38b722a,5fac35643626f1f86925da82d81137db520464190c46716f3c0d3c07ce754f0b,True,False,True
26,control,none,True,True,False,True,0,0,True,True,True,True,196750d6a81feed87e086be1018cddab1010a958d2314213c2b7ef0847809a7e,33cc0a2118c886c6ef053db407e09e98230fb32a88b94212676cf9dfc4dba60f,196750d6a81feed87e086be1018cddab1010a958d2314213c2b7ef0847809a7e,33cc0a2118c886c6ef053db407e09e98230fb32a88b94212676cf9dfc4dba60f,33cc0a2118c886c6ef053db407e09e98230fb32a88b94212676cf9dfc4dba60f,True,True,True
26,altered,A_swap_units_0_1,True,True,True,True,4,2,True,True,True,True,196750d6a81feed87e086be1018cddab1010a958d2314213c2b7ef0847809a7e,19bdc53b1f0d3ed5225b272c3a2889d2e0b966d13bb31070c0d789b18f057823,196750d6a81feed87e086be1018cddab1010a958d2314213c2b7ef0847809a7e,33cc0a2118c886c6ef053db407e09e98230fb32a88b94212676cf9dfc4dba60f,19bdc53b1f0d3ed5225b272c3a2889d2e0b966d13bb31070c0d789b18f057823,True,False,True
26,altered,B_swap_units_8_9,True,True,True,True,4,2,True,True,True,True,196750d6a81feed87e086be1018cddab1010a958d2314213c2b7ef0847809a7e,76a15a30dc9e017993a82c03e73294af85e7c05f80d03b11b316eb674d569662,196750d6a81feed87e086be1018cddab1010a958d2314213c2b7ef0847809a7e,33cc0a2118c886c6ef053db407e09e98230fb32a88b94212676cf9dfc4dba60f,76a15a30dc9e017993a82c03e73294af85e7c05f80d03b11b316eb674d569662,True,False,True
27,control,none,True,True,False,True,0,0,True,True,True,True,3f448cc164496f2299d1011dcf2c52bda8a9c1fc809069ea9a98a258ddecd6d4,830294cc9b43780b38dfb834dd818c9a23b13600ab84837011a804207a89643c,3f448cc164496f2299d1011dcf2c52bda8a9c1fc809069ea9a98a258ddecd6d4,830294cc9b43780b38dfb834dd818c9a23b13600ab84837011a804207a89643c,830294cc9b43780b38dfb834dd818c9a23b13600ab84837011a804207a89643c,True,True,True
27,altered,A_swap_units_0_1,True,True,True,True,4,2,True,True,True,True,3f448cc164496f2299d1011dcf2c52bda8a9c1fc809069ea9a98a258ddecd6d4,ab545b8aa78246aa18ad79f429ecec090b5f0d25c3942c5aae0263147d79e33c,3f448cc164496f2299d1011dcf2c52bda8a9c1fc809069ea9a98a258ddecd6d4,830294cc9b43780b38dfb834dd818c9a23b13600ab84837011a804207a89643c,ab545b8aa78246aa18ad79f429ecec090b5f0d25c3942c5aae0263147d79e33c,True,False,True
27,altered,B_swap_units_8_9,True,True,True,True,4,2,True,True,True,True,3f448cc164496f2299d1011dcf2c52bda8a9c1fc809069ea9a98a258ddecd6d4,b9a9e082173cb9fe83075fc766d4af7d7b95c40f2dacf700232d8732a16c5a2e,3f448cc164496f2299d1011dcf2c52bda8a9c1fc809069ea9a98a258ddecd6d4,830294cc9b43780b38dfb834dd818c9a23b13600ab84837011a804207a89643c,b9a9e082173cb9fe83075fc766d4af7d7b95c40f2dacf700232d8732a16c5a2e,True,False,True
28,control,none,True,True,False,True,0,0,True,True,True,True,37f90f878c8c7d640828886426cb66223fe5001459da1eaa60b04cfc1179f9e4,92737d85b74a4eae2ceddd14263a14a7876c5ac25254de824be2cb56597b0d15,37f90f878c8c7d640828886426cb66223fe5001459da1eaa60b04cfc1179f9e4,92737d85b74a4eae2ceddd14263a14a7876c5ac25254de824be2cb56597b0d15,92737d85b74a4eae2ceddd14263a14a7876c5ac25254de824be2cb56597b0d15,True,True,True
28,altered,A_swap_units_0_1,True,True,True,True,4,2,True,True,True,True,37f90f878c8c7d640828886426cb66223fe5001459da1eaa60b04cfc1179f9e4,0118f7ef28ccfc830f27d33d18b86cceebf170806cf0403eaaff368a034c22e8,37f90f878c8c7d640828886426cb66223fe5001459da1eaa60b04cfc1179f9e4,92737d85b74a4eae2ceddd14263a14a7876c5ac25254de824be2cb56597b0d15,0118f7ef28ccfc830f27d33d18b86cceebf170806cf0403eaaff368a034c22e8,True,False,True
28,altered,B_swap_units_8_9,True,True,True,True,4,2,True,True,True,True,37f90f878c8c7d640828886426cb66223fe5001459da1eaa60b04cfc1179f9e4,4434799d53466be51df208fe1a352722481c96b86d610c007f06eddb4cb5154a,37f90f878c8c7d640828886426cb66223fe5001459da1eaa60b04cfc1179f9e4,92737d85b74a4eae2ceddd14263a14a7876c5ac25254de824be2cb56597b0d15,4434799d53466be51df208fe1a352722481c96b86d610c007f06eddb4cb5154a,True,False,True
29,control,none,True,True,False,True,0,0,True,True,True,True,1bed59998ebd2fe55d3d11e26429d60cb6d61cc9ccb8dbb2086d461f5b017f64,1252e255be54074718aeeacfa6a9fe2c63b2f1e7facc4a85679400d6142bd9ac,1bed59998ebd2fe55d3d11e26429d60cb6d61cc9ccb8dbb2086d461f5b017f64,1252e255be54074718aeeacfa6a9fe2c63b2f1e7facc4a85679400d6142bd9ac,1252e255be54074718aeeacfa6a9fe2c63b2f1e7facc4a85679400d6142bd9ac,True,True,True
29,altered,A_swap_units_0_1,True,True,True,True,4,2,True,True,True,True,1bed59998ebd2fe55d3d11e26429d60cb6d61cc9ccb8dbb2086d461f5b017f64,f0ebec8dfb45a43e94b6d7e332359bfabda30d1f45ec91e76b579c6372380722,1bed59998ebd2fe55d3d11e26429d60cb6d61cc9ccb8dbb2086d461f5b017f64,1252e255be54074718aeeacfa6a9fe2c63b2f1e7facc4a85679400d6142bd9ac,f0ebec8dfb45a43e94b6d7e332359bfabda30d1f45ec91e76b579c6372380722,True,False,True
29,altered,B_swap_units_8_9,True,True,True,True,4,2,True,True,True,True,1bed59998ebd2fe55d3d11e26429d60cb6d61cc9ccb8dbb2086d461f5b017f64,8fd673e9549a4cc8c3da4d70aabf52c1ac38d9017165e7299614c30c5e139358,1bed59998ebd2fe55d3d11e26429d60cb6d61cc9ccb8dbb2086d461f5b017f64,1252e255be54074718aeeacfa6a9fe2c63b2f1e7facc4a85679400d6142bd9ac,8fd673e9549a4cc8c3da4d70aabf52c1ac38d9017165e7299614c30c5e139358,True,False,True
30,control,none,True,True,False,True,0,0,True,True,True,True,327e0748656716f98148ed05c42f24771ab481b986273a6819877d9bd3ec4a21,c068898194abc22a12e86f0002b00fe3a5e341b089728343b8c525a74317ebab,327e0748656716f98148ed05c42f24771ab481b986273a6819877d9bd3ec4a21,c068898194abc22a12e86f0002b00fe3a5e341b089728343b8c525a74317ebab,c068898194abc22a12e86f0002b00fe3a5e341b089728343b8c525a74317ebab,True,True,True
30,altered,A_swap_units_0_1,True,True,True,True,4,2,True,True,True,True,327e0748656716f98148ed05c42f24771ab481b986273a6819877d9bd3ec4a21,06a87eb4a792f71103c4824ddc19f8c2d539a407b1acfea16e4a012e8d983d22,327e0748656716f98148ed05c42f24771ab481b986273a6819877d9bd3ec4a21,c068898194abc22a12e86f0002b00fe3a5e341b089728343b8c525a74317ebab,06a87eb4a792f71103c4824ddc19f8c2d539a407b1acfea16e4a012e8d983d22,True,False,True
30,altered,B_swap_units_8_9,True,True,True,True,4,2,True,True,True,True,327e0748656716f98148ed05c42f24771ab481b986273a6819877d9bd3ec4a21,4b9f347cd5bc5646119c108a3adb21379a8c4cadc279051a8ce6bc4360e87eda,327e0748656716f98148ed05c42f24771ab481b986273a6819877d9bd3ec4a21,c068898194abc22a12e86f0002b00fe3a5e341b089728343b8c525a74317ebab,4b9f347cd5bc5646119c108a3adb21379a8c4cadc279051a8ce6bc4360e87eda,True,False,True
31,control,none,True,True,False,True,0,0,True,True,True,True,fc344b16b98bedacb4349a12b895bc6065d7f4ef5581543bbe4484297c19d3d0,7b9214a91feeffcda6860a2b86c37016d225dc5bebc43bfa060b725dec8a1ab4,fc344b16b98bedacb4349a12b895bc6065d7f4ef5581543bbe4484297c19d3d0,7b9214a91feeffcda6860a2b86c37016d225dc5bebc43bfa060b725dec8a1ab4,7b9214a91feeffcda6860a2b86c37016d225dc5bebc43bfa060b725dec8a1ab4,True,True,True
31,altered,A_swap_units_0_1,True,True,True,True,4,2,True,True,True,True,fc344b16b98bedacb4349a12b895bc6065d7f4ef5581543bbe4484297c19d3d0,0fd0b19e5db981df4cda0adff981370f5330b7b8e0dff14635e48c1149127d1f,fc344b16b98bedacb4349a12b895bc6065d7f4ef5581543bbe4484297c19d3d0,7b9214a91feeffcda6860a2b86c37016d225dc5bebc43bfa060b725dec8a1ab4,0fd0b19e5db981df4cda0adff981370f5330b7b8e0dff14635e48c1149127d1f,True,False,True
31,altered,B_swap_units_8_9,True,True,True,True,4,2,True,True,True,True,fc344b16b98bedacb4349a12b895bc6065d7f4ef5581543bbe4484297c19d3d0,d3a9fe67662691bcf02ed94a5187a91388f623489a1e7c3198e7cbf01c9ecf5d,fc344b16b98bedacb4349a12b895bc6065d7f4ef5581543bbe4484297c19d3d0,7b9214a91feeffcda6860a2b86c37016d225dc5bebc43bfa060b725dec8a1ab4,d3a9fe67662691bcf02ed94a5187a91388f623489a1e7c3198e7cbf01c9ecf5d,True,False,True
32,control,none,True,True,False,True,0,0,True,True,True,True,3d2f769dfc99bb3a0d564ea841476a6f5b753b8876db9ca0eba71e9a78642623,c58cd4c5ec198048d2dc6ad05f15c009c58123f514dcd846ada34a8181e49b74,3d2f769dfc99bb3a0d564ea841476a6f5b753b8876db9ca0eba71e9a78642623,c58cd4c5ec198048d2dc6ad05f15c009c58123f514dcd846ada34a8181e49b74,c58cd4c5ec198048d2dc6ad05f15c009c58123f514dcd846ada34a8181e49b74,True,True,True
32,altered,A_swap_units_0_1,True,True,True,True,4,2,True,True,True,True,3d2f769dfc99bb3a0d564ea841476a6f5b753b8876db9ca0eba71e9a78642623,9e3f829299190c631f180b728e30b773eaf33b53e69bada7f93a3c90eb59faf3,3d2f769dfc99bb3a0d564ea841476a6f5b753b8876db9ca0eba71e9a78642623,c58cd4c5ec198048d2dc6ad05f15c009c58123f514dcd846ada34a8181e49b74,9e3f829299190c631f180b728e30b773eaf33b53e69bada7f93a3c90eb59faf3,True,False,True
32,altered,B_swap_units_8_9,True,True,True,True,4,2,True,True,True,True,3d2f769dfc99bb3a0d564ea841476a6f5b753b8876db9ca0eba71e9a78642623,34dbc8e65dba22097e514c4d9675bafa86cfc3441c67c83ee072ad4a2757cc0d,3d2f769dfc99bb3a0d564ea841476a6f5b753b8876db9ca0eba71e9a78642623,c58cd4c5ec198048d2dc6ad05f15c009c58123f514dcd846ada34a8181e49b74,34dbc8e65dba22097e514c4d9675bafa86cfc3441c67c83ee072ad4a2757cc0d,True,False,True
33,control,none,True,True,False,True,0,0,True,True,True,True,7d4ad845e9e24f750f1b0c4b42481ddc5a678da02fdca5dbdcd757cd8a0edb4c,69636a9a6d69f89075a0f5b8089c8b63a61a47aa381eec819fd0dd2ca0102c4c,7d4ad845e9e24f750f1b0c4b42481ddc5a678da02fdca5dbdcd757cd8a0edb4c,69636a9a6d69f89075a0f5b8089c8b63a61a47aa381eec819fd0dd2ca0102c4c,69636a9a6d69f89075a0f5b8089c8b63a61a47aa381eec819fd0dd2ca0102c4c,True,True,True
33,altered,A_swap_units_0_1,True,True,True,True,4,2,True,True,True,True,7d4ad845e9e24f750f1b0c4b42481ddc5a678da02fdca5dbdcd757cd8a0edb4c,a1dbcd5d02f082874b9203a140c66d7f3979cd23b30b67c72f30c8cb23b49092,7d4ad845e9e24f750f1b0c4b42481ddc5a678da02fdca5dbdcd757cd8a0edb4c,69636a9a6d69f89075a0f5b8089c8b63a61a47aa381eec819fd0dd2ca0102c4c,a1dbcd5d02f082874b9203a140c66d7f3979cd23b30b67c72f30c8cb23b49092,True,False,True
33,altered,B_swap_units_8_9,True,True,True,True,4,2,True,True,True,True,7d4ad845e9e24f750f1b0c4b42481ddc5a678da02fdca5dbdcd757cd8a0edb4c,d8a42ad1617aa97208eb09355579ae3c56adf53e9f4abfe49d313bf52ea9f148,7d4ad845e9e24f750f1b0c4b42481ddc5a678da02fdca5dbdcd757cd8a0edb4c,69636a9a6d69f89075a0f5b8089c8b63a61a47aa381eec819fd0dd2ca0102c4c,d8a42ad1617aa97208eb09355579ae3c56adf53e9f4abfe49d313bf52ea9f148,True,False,True
34,control,none,True,True,False,True,0,0,True,True,True,True,e63f43a19b838867cfff1329fdb858bdb5e288052166a162e6a6025a68f65747,3650caa06b69e934d72bb85d045e1620d1a3c8ad93ffb1cb3c5efd6d736149e3,e63f43a19b838867cfff1329fdb858bdb5e288052166a162e6a6025a68f65747,3650caa06b69e934d72bb85d045e1620d1a3c8ad93ffb1cb3c5efd6d736149e3,3650caa06b69e934d72bb85d045e1620d1a3c8ad93ffb1cb3c5efd6d736149e3,True,True,True
34,altered,A_swap_units_0_1,True,True,True,True,4,2,True,True,True,True,e63f43a19b838867cfff1329fdb858bdb5e288052166a162e6a6025a68f65747,ef988785f39e0619a1282e5f8a4121269115bc36873e3a7b7b50234ac7af224e,e63f43a19b838867cfff1329fdb858bdb5e288052166a162e6a6025a68f65747,3650caa06b69e934d72bb85d045e1620d1a3c8ad93ffb1cb3c5efd6d736149e3,ef988785f39e0619a1282e5f8a4121269115bc36873e3a7b7b50234ac7af224e,True,False,True
34,altered,B_swap_units_8_9,True,True,True,True,4,2,True,True,True,True,e63f43a19b838867cfff1329fdb858bdb5e288052166a162e6a6025a68f65747,a78ae61d28d9ece39814c81ad3c775fff3dfcb6695434f1b8bcd6ac7a6d53f12,e63f43a19b838867cfff1329fdb858bdb5e288052166a162e6a6025a68f65747,3650caa06b69e934d72bb85d045e1620d1a3c8ad93ffb1cb3c5efd6d736149e3,a78ae61d28d9ece39814c81ad3c775fff3dfcb6695434f1b8bcd6ac7a6d53f12,True,False,True
35,control,none,True,True,False,True,0,0,True,True,True,True,d8aa18a71d9ff18d039164fea88b9528baee49fae5b03b1ff6e90acdae614861,97566cb30a4c7606f5eb7365c89b1dce11ee66f8ca79da09d04f999916dfc1f8,d8aa18a71d9ff18d039164fea88b9528baee49fae5b03b1ff6e90acdae614861,97566cb30a4c7606f5eb7365c89b1dce11ee66f8ca79da09d04f999916dfc1f8,97566cb30a4c7606f5eb7365c89b1dce11ee66f8ca79da09d04f999916dfc1f8,True,True,True
35,altered,A_swap_units_0_1,True,True,True,True,4,2,True,True,True,True,d8aa18a71d9ff18d039164fea88b9528baee49fae5b03b1ff6e90acdae614861,9409cedfa6ebde2b8e10f7a0e3e57bfe805fb3533a8edf44913666bf23d88de7,d8aa18a71d9ff18d039164fea88b9528baee49fae5b03b1ff6e90acdae614861,97566cb30a4c7606f5eb7365c89b1dce11ee66f8ca79da09d04f999916dfc1f8,9409cedfa6ebde2b8e10f7a0e3e57bfe805fb3533a8edf44913666bf23d88de7,True,False,True
